text,label_class,label_id,tokenized_text
慢性支气管炎吃什么药多久才能好？,治愈率,8,慢性 支气管 支气管炎 气管 气管炎 管炎 吃 药 多久 才能 好 ？
宝宝七个月了，拉肚子,病因,1,宝宝 七个 月 ， 拉肚子 肚子
手足徐动症要做哪些检查,化验/体检方案,10,手足 徐 动 症 做 检查
先天性肌病的病因是什么,病因,1,先天 先天性 天性 肌 病 病因
请问得甲亢的病人咳嗽可以吃元和肺宁片么,禁忌,9,请问 甲亢 病人 咳嗽 吃 元 肺 片
我有糖尿病3年了，其它药物效果都不大，玉兰降糖胶囊好吗？会不会是假药呢？,其他,12,糖尿 糖尿病 3 年 ， 药物 效果 都 不大 ， 玉兰 降糖 胶囊 好 ？ 会 不会 假药 ？
左侧胸部一直痛是心绞痛吗,定义,0,左侧 胸部 痛 心绞痛 绞痛
你好医生，我血糖六点三四，心脏不好，跳得快，能吃稳心颗粒吗？,治疗方法,5,你好 医生 ， 血糖 六点 三四 ， 心脏 不好 ， 跳 快 ， 吃 稳心 颗粒 ？
小儿癫痫病是每一个家长都头疼的问题，小儿癫痫病导致小儿大脑发育不好，影响智力，所以很多家长都在寻找治疗小儿癫痫病的方法。,治疗方法,5,小儿 癫痫 癫痫病 一个家 家长 都 头疼 问题 ， 小儿 癫痫 癫痫病 导致 小儿 大脑 发育 不好 ， 影响 智力 ， 很多 多家 家长 都 寻找 治疗 小儿 癫痫 癫痫病 方法 。
冒昧问一下肾上腺囊肿要挂什么科室,所属科室,6,冒昧 问 一下 肾上腺 囊肿 挂 科室
我现在是有点低血压，身体是很虚弱的，我吃乌鸡白凤丸与逍遥丸，然后就过敏了。,临床表现(病症表现),3,现在 有点 低血压 血压 ， 身体 很 虚弱 ， 吃 乌鸡 白凤丸 逍遥 逍遥丸 ， 过敏 。
脑干血管瘤都有什么治疗方案,治疗方法,5,脑干 血管 血管瘤 管瘤 都 治疗 方案
阴茎短小可以做延长手术吗,治疗方法,5,阴茎 短小 小可 做 延长 手术
期前收缩是什么病,定义,0,期 前 收缩 病
什么是左心室高电压？心电图报告“左心室高电压”是否严重？,其他,12,左心 左心室 心室 高 电压 ？ 心电 心电图 电图 图报 报告 左心 左心室 心室 高 电压 是否 严重 ？
我咳已经三个月了以前重点现在轻点。吃过两次中药。X片是支气管炎。可治吗？,治疗方法,5,已经 三个 月 以前 重点 现在 轻点 。 吃 两次 中药 。 X 片 支气管 支气管炎 气管 气管炎 管炎 。 治 ？
男，52岁，脑血栓，在服用华法林钠片，想咨询一下服用华法林钠片饮食上需要注意些什么？,禁忌,9,男 ， 52 岁 ， 脑血栓 血栓 ， 服用 华 法 林 钠 片 ， 想 咨询 一下 服用 华 法 林 钠 片 饮食 上 需要 注意 些 ？
腰间盘突出可以用麝香跌打风湿膏吗，有没有效果呢？,其他,12,腰间 腰间盘 突出 麝香 跌打 风湿 膏 ， 有没有 没有 有效 效果 ？
我女儿从小左侧鼻翼因为长血管瘤，现在4个月有余，血管瘤一直在长大，内蒙古婴儿的血管瘤多长时间能治？,治疗时间,11,女儿 从小 左侧 鼻翼 长 血管 血管瘤 管瘤 ， 现在 4 月 有余 ， 血管 血管瘤 管瘤 长大 ， 内蒙 内蒙古 蒙古 婴儿 血管 血管瘤 管瘤 多长 多长时间 长时间 时间 治 ？
请问今天发现白带发黄而且下身也觉得很痒是为什么？,其他,12,请问 今天 发现 白带 发黄 下身 觉得 很 痒 ？
小孩总是腹泻,治疗方法,5,小孩 总是 腹泻
quot我老公患抑郁症现在服用利培酮我们刚结婚是否可以要孩...,其他,12,quot 老公 患 抑郁 抑郁症 现在 服用 利 培 酮 刚 结婚 是否 孩 . . .
你好；请问奇正消痛贴膏的主治症状及成份分别有那些呢？,其他,12,你好 ； 请问 奇正 消痛贴 贴膏 主治 症状 成份 分别 ？
请问一年内可以做两次脑部ct吗？,化验/体检方案,10,请问 一年 年内 做 两次 脑部 ct ？
我前面胸口疼喝了这心通口服液，效果不错，停了个多月，现在又有点疼，想从你们这买点，但不知道你们这里怎么购买呢！,其他,12,前面 胸口 疼 喝 心通 口服 口服液 ， 效果 不错 ， 停 多月 ， 现在 有点 疼 ， 想 买点 ， 不知 知道 购买 ！
请问脑疝症状是什么,临床表现(病症表现),3,请问 脑 疝 症状
宝宝嘴里溃疡怎么办,治疗方法,5,宝宝 嘴里 溃疡
颅骨缺损综合征怎么办,治疗方法,5,颅骨 缺损 综合 综合征
打扰问一下变应性口炎能治吗,治愈率,8,打扰 问 一下 变应性 口炎 治
肠癌晚期大便大量出血怎么办,临床表现(病症表现),3,肠癌 晚期 大便 大量 大量出 出血
心绞痛失眠是怎么回事,临床表现(病症表现),3,心绞痛 绞痛 痛失 失眠 怎么回事 回事
打扰问一下小儿细菌感染性口炎的症状,临床表现(病症表现),3,打扰 问 一下 小儿 细菌 感染 感染性 口炎 症状
贫血会导致高血压吗？,病因,1,贫血 会 导致 高血压 血压 ？
肚子不舒服？什么原因,病因,1,肚子 不 舒服 ？ 原因
孩子身上有一块白斑，不知道什么时候起的，没有去医院检查，请问曲靖夏季孩子身上的白斑会是白癜风吗？,临床表现(病症表现),3,孩子 身上 上有 一块 白斑 ， 不知 知道 ， 没有 去 医院 检查 ， 请问 曲靖 夏季 孩子 身上 白斑 会 白癜风 ？
肾盂和输尿管癌早期有哪些症状？,相关病症,4,肾盂 输尿管 癌 早期 症状 ？
怎么预防乳腺癌,预防,2,预防 乳腺 乳腺癌 腺癌
请教一下内分泌功能亢进我会染上吗,传染性,7,请教 一下 内分 内分泌 分泌 功能 亢进 我会 染上
女性尿道炎吃什么药最好,治疗方法,5,女性 尿道 尿道炎 吃 药 最好
请问外痔会在夫妻之间传染吗？,传染性,7,请问 外痔 会 夫妻 之间 传染 ？
34天儿童黄疸,治疗方法,5,34 天儿 儿童 黄疸
原发性肝癌吃什么好,其他,12,原发 原发性 发性 肝癌 吃 好
伸筋片和硫酸氨基葡萄糖片吃吗,其他,12,伸 筋 片 硫酸 硫酸氨 氨基 葡萄 葡萄糖 片 吃
新生宝宝便秘怎么办？,治疗方法,5,新生 宝宝 便秘 ？
月见草油胶丸会导致大便稀？需要停止用药吗？,其他,12,月见草 油 胶丸 会 导致 大便 稀 ？ 需要 停止 用药 ？
阴茎短小可以增大吗？,其他,12,阴茎 短小 小可 增大 ？
医生，请问一下，我昨天去检查，医生说我有中度抑郁症，说我心率偏慢，我看了是43，请问有什么影响吗？,临床表现(病症表现),3,医生 ， 请问 一下 ， 昨天 去 检查 ， 医生 说 中度 抑郁 抑郁症 ， 说 我心 心率 偏 慢 ， 看 43 ， 请问 影响 ？
有没有失眠的妈妈？怀孕20周了，这两天老失眠会不会对婴儿有影响。真担心？,临床表现(病症表现),3,有没有 没有 有失 失眠 妈妈 ？ 怀孕 20 周 ， 两天 老 失眠 会 不会 婴儿 影响 。 真 担心 ？
连续咳嗽一个月，只有咳嗽。,其他,12,连续 咳嗽 一个月 ， 咳嗽 。
检查肛瘘做的是B超吗？费用是多少？,其他,12,检查 肛瘘 做 B超 ？ 费用 ？
尿路感染会引起妇科病吗,相关病症,4,尿路 尿路感染 感染 会 引起 妇科 妇科病
孩子患了痔疮，怎么办？可以手术治疗吗？,其他,12,孩子 患 痔疮 ， ？ 手术 治疗 ？
孕周，空腹血糖5.28，第一次检测,临床表现(病症表现),3,孕 周 ， 空腹 血糖 5 . 28 ， 第一 第一次 一次 检测
半夜咳嗽喉咙痒怎么办？,治疗方法,5,半夜 夜咳 咳嗽 喉咙 痒 ？
你好医生，今晚喝酒后吃了复方氨酚烷胺片和甲硝锉芬不芬胶囊怎么办？,病因,1,你好 医生 ， 今晚 喝酒 酒后 吃 复方 氨 酚 烷 胺 片 甲 硝 锉 芬 不 芬 胶囊 ？
期前收缩能参加体育活动吗？,禁忌,9,期 前 收缩 参加 体育 活动 ？
室间隔完整的肺动脉闭锁是什么病,定义,0,室间隔 间隔 隔完 完整 肺动脉 动脉 闭锁 病
哪些食物中是含有碘的，含的量丰不丰富呢,其他,12,食物 中 含有 碘 ， 含 量 丰 不 丰富
利福平胶囊的注意事项,禁忌,9,利福平 胶囊 注意 注意事项 事项
背部长了很多汗斑有什么平时可以保养的方法？,治疗方法,5,背部 部长 很多 多汗 汗斑 平时 保养 方法 ？
我想请问一下，尿黄服用什么药好，还有尿频尿急？,其他,12,想 请问 一下 ， 尿 黄 服用 药 好 ， 尿频 尿急 ？
食管癌的分期是怎么分的,相关病症,4,食管 食管癌 分期 分
请问肚子疼怎么办？,治疗方法,5,请问 肚子 肚子疼 ？
我最近感觉头痛耳鸣，心悸乏力，是什么原因引起的啊？需要去医院检查吗？可以服用银杏酮酯分散片改善病情吗？,其他,12,最近 感觉 头痛 耳鸣 ， 心悸 乏力 ， 原因 引起 ？ 需要 去 医院 检查 ？ 服用 银杏 酮 酯 分散 分散片 改善 病情 ？
屁眼老是湿湿的是怎么回事。,病因,1,屁眼 老 湿湿的 怎么回事 回事 。
着床后会造成心悸吗,临床表现(病症表现),3,着床 后会 造成 成心 心悸
急性心肌梗死是什么病,定义,0,急性 心肌 心肌梗死 梗死 病
20岁喝这个有助于长高吗三精牌葡萄糖酸钙口服药,其他,12,20 岁 喝 有助 有助于 助于 长 高 三精 牌 葡萄 葡萄糖 葡萄糖酸钙 糖酸 糖酸钙 口服 口服药 服药
尿液是黄色的是怎么回事,临床表现(病症表现),3,尿液 黄色 怎么回事 回事
你好我问一下，尿道管疼怎么回事啊，怎么办好呢,治疗方法,5,你好 问 一下 ， 尿道 疼 怎么回事 回事 ， 办好
两鬓太阳穴上方胀痛，这几天老是这样，我怀孕八个月了，这种是什么情况呢？,临床表现(病症表现),3,两鬓 太阳 太阳穴 上方 胀痛 ， 几天 老 ， 怀孕 八个 月 ， 这种 情况 ？
窦性心动过速，心率115次/分钟，舒张压95左右，收缩压135左右，请问需要吃药吗?吃什么药副作用小?,其他,12,窦性心 心动 心动过速 过速 ， 心率 115 次 分钟 ， 舒张 舒张压 95 左右 ， 收缩 收缩压 135 左右 ， 请问 需要 吃药 ? 吃 药 副作用 作用 小 ?
小便刺痛去年有过现在又复发了请问是怎么回事呢,临床表现(病症表现),3,小便 刺痛 去年 现在 复发 请问 怎么回事 回事
据说乐友盐酸帕罗西汀片挺好的帮朋友问的他想知道它的包装怕弄...,其他,12,据说 乐 友 盐酸 帕罗 帕罗西 罗西 汀 片 挺 好 帮 朋友 问 想 知道 包装 怕 弄 . . .
三次大便带血，上网调查好像是内痔疮症状，吃药能治疗吗？,治疗方法,5,三次 大便 带 血 ， 上网 调查 好像 像是 内痔 痔疮 症状 ， 吃药 治疗 ？
月经推迟肚子硬硬的，几天不大便一次还拉的特别少？,病因,1,月经 推迟 肚子 硬硬 ， 几天 不大 大便 一次 还 拉 特别 少 ？
服用期间禁服什么食品，帮我解答一下吧麻烦了。,禁忌,9,服用 期间 禁 服 食品 ， 帮 解答 一下 麻烦 。
如果得了如何理解垂体危象与垂体卒中的释义,定义,0,理解 垂体 危象 垂体 卒 中 释义
请教一下合成树脂皮炎有什么一并发生,相关病症,4,请教 一下 合成 合成树脂 树脂 皮炎 一并 并发 发生
如果得了解释一下肾虚腰痛的意思是什么,定义,0,了解 解释 解释一下 一下 肾虚 腰痛 意思
舒张性心力衰竭如何诊断检查,其他,12,舒张 性 心力 心力衰竭 衰竭 诊断 检查
我是练体操的，前几天就开始发现心脏会一下子猛的一下跳的，然后就会压着胸腔使我咳嗽,病因,1,练 体操 ， 前 几天 始发 发现 心脏 会 一下 一下子 下子 猛 一下 跳 ， 会 压 胸腔 使 咳嗽
尿频尿急、腰酸是什么病,临床表现(病症表现),3,尿频 尿急 、 腰酸 病
糜烂性胃炎应该看啥医生,所属科室,6,糜烂 糜烂性 胃炎 应该 看 医生
你好，请问，盐酸氟西汀分散片的说明书中对于抑郁症患者使用的注意事项有说明吗？,禁忌,9,你好 ， 请问 ， 盐酸 氟 西 汀 分散 分散片 说明 说明书 中 抑郁 抑郁症 患者 使用 注意 注意事项 事项 说明 ？
长痔疮会自然好吗,其他,12,长 痔疮 会 自然 好
我小孩不小心摔倒了，膝盖肿了，可以给他用同仁堂七厘散不？,禁忌,9,小孩 不小 小心 摔倒 ， 膝盖 肿 ， 他用 同仁 同仁堂 七 厘 散 不 ？
女性左侧肋骨下骨头疼是怎么回事？现在怀孕24周了，有相同经历的求告知。,病因,1,女性 左侧 肋骨 下 骨头 头疼 怎么回事 回事 ？ 现在 怀孕 24 周 ， 相同 经历 求告 告知 。
请问来士普和舒必利的适应症分别是什么可以给我介绍一下嘛,临床表现(病症表现),3,请问 问来 士 普 舒 必 利 适应 适应症 分别 介绍 一下
你好你好，请问一下，这个龟鹿补肾片糖尿病人可以服用吗？,禁忌,9,你好 你好 ， 请问 一下 ， 龟 鹿 补肾 片 糖尿 糖尿病 糖尿病人 病人 服用 ？
水富县治疗小儿麻痹症哪个医院好？,其他,12,水富 水富县 富县 县治 治疗 小儿 小儿麻痹 小儿麻痹症 麻痹 麻痹症 痹症 医院 好 ？
我有种缺氧的感觉，并且常会觉得胸口闷等不适，这是什么因素引起的？,病因,1,有种 缺氧 感觉 ， 常会 觉得 胸口 闷 不适 ， 因素 素引 引起 ？
就是脚底长的不知道什么东西，有时会剧烈疼痛。,病因,1,脚底 长 不知 知道 东西 ， 有时 时会 剧烈 疼痛 。
我得了尖锐湿疣，可是我怕会传染给我孩子，1岁半，我想问问我平时该注意些什么？,传染性,7,尖锐 尖锐湿疣 湿疣 ， 怕 会 传染 传染给 孩子 ， 1 岁 半 ， 想 问问 平时 注意 些 ？
我可能发育较慢的原因，现在的阴茎也较短小，而且时常尿频，尿急，夜里失眠严重，吃龟鹿二胶丸对我有效吗？,治疗方法,5,可能 发育 较慢 原因 ， 现在 阴茎 短小 ， 时常 尿频 ， 尿急 ， 夜里 失眠 严重 ， 吃 龟 鹿 二 胶丸 有效 ？
之前一直有口臭，不过臭气不会从鼻子出来，最近不知怎么回事，鼻子会呼出很重的臭气,其他,12,之前 口臭 ， 臭气 不会 鼻子 出来 ， 最近 不知 怎么回事 回事 ， 鼻子 子会 呼出 很重 臭气
小孩肚子疼，爱大便,临床表现(病症表现),3,小孩 肚子 肚子疼 ， 爱 大便
冒昧问一下褥疮可以挂什么科,所属科室,6,冒昧 问 一下 褥疮 挂 科
打扰问一下女子梦交要治多久,治疗时间,11,打扰 问 一下 下女 女子 梦 交 治 多久
左肺下叶少许感染抗生素治疗半月效果不好咳嗽痰多但是痰容易咳出来有时还胸痛,临床表现(病症表现),3,左 肺 下叶 少许 感染 抗生 抗生素 治疗 半月 效果 不好 咳嗽 痰 痰 容易 出来 有时 还 胸痛
咋逃开颌骨骨折,预防,2,逃开 颌骨 骨折
外痔的治疗方法和口服药物？外痔的治疗方法和口服药物。,治疗方法,5,外痔 治疗 方法 口服 口服药 口服药物 服药 药物 ？ 外痔 治疗 方法 口服 口服药 口服药物 服药 药物 。
先是感冒，然后头痛，感冒好了还头痛，有高血压，CT显示无明显异常,临床表现(病症表现),3,先是 感冒 ， 后头 头痛 ， 感冒 好 还 头痛 ， 高血压 血压 ， CT 显示 无明 明显 异常
你好我29周检查左脑室宽9毫米，33周查还是9多久她自己才能吸收啊,治愈率,8,你好 29 周 检查 左 脑室 宽 9 毫米 ， 33 周 查 9 多久 才能 吸收
最近去医院得知自己得了高血压病，通过朋友介绍知道了这个药，不知如何？,治疗方法,5,最近 去 医院 得知 高血压 高血压病 血压 病 ， 朋友 介绍 知道 药 ， 不知 ？
如何才能降低患缺血性中风或短暂性脑缺血发作的危险,预防,2,才能 能降 降低 患 缺血 缺血性 血性 中风 短暂 短暂性 脑缺血 缺血 发作 危险
孕期坐骨神经痛怎么办？有没有什么办法可以改善的吗？有知道的吗？,治疗方法,5,孕期 坐骨 坐骨神经 神经 神经痛 经痛 ？ 有没有 没有 办法 改善 ？ 知道 ？
请问例假老是会推迟来这样是否会影响以后生育？,病因,1,请问 例假 老 会 推迟 迟来 是否 会 影响 以后 后生 生育 ？
怀孕九个月得痔疮怎么办,治疗方法,5,怀孕 九个 月 痔疮
我父亲在最近上班的时候一直咳嗽，然后去往医院进行治疗，说得了肺炎，一直吃药也不见好，我想问一下，间质性肺炎能不能治好？,治愈率,8,父亲 最近 上班 咳嗽 ， 后去 去往 医院 进行 治疗 ， 说 肺炎 ， 吃药 不见 好 ， 想 问 一下 ， 间质 间质性 性肺炎 肺炎 不能 治好 ？
总是怕身边的人出现意外，就是总乱想，之后就闹心，就可乱了，请问我是不是心理有问题,病因,1,总是 怕 身边 人 出现 出现意外 意外 ， 总 乱 想 ， 之后 闹心 ， 乱 ， 请问 是不是 不是 心理 问题
早上起来时腰根本用不上劲，求一些比较好的办法啊，谢谢,治疗方法,5,早上 上起 起来 来时 腰 根本 用不上 上劲 ， 求 比较 好 办法 ， 谢谢
我想知道有什么比较好的药物可以替代这个缬沙坦胶囊(怡方)？,治疗方法,5,想 知道 比较 好 药物 替代 缬沙坦 沙坦 胶囊 怡 方 ？
手足徐动症的病因是什么,病因,1,手足 徐 动 症 病因
走路走急了，感觉很累，胸痛，特别上楼梯提东西，吸气急。,其他,12,走路 走 急 ， 感觉 很 累 ， 胸痛 ， 特别 上楼 楼梯 提 东西 ， 吸气 气急 。
我有点受凉感冒啦，主要症状头疼，而且我有高血压能服用吗,其他,12,有点 受凉 感冒 ， 主要 主要症状 症状 状头 头疼 ， 高血压 血压 服用
我晚上经常尿频尿急尿不尽下面还很臭我应该吃什么药才好,治疗方法,5,晚上 经常 尿频 尿急 尿 不尽 下面 还 很 臭 应该 吃 药 才 好
来月经期间，痛经能泡脚吗？,其他,12,月经 月经期 经期 期间 ， 痛经 泡 脚 ？
请问阴道内凹凸不平不光滑偶尔会出血怎么治疗？,临床表现(病症表现),3,请问 阴道 阴道内 凹凸 凹凸不平 不平 不光滑 光滑 偶尔 会 出血 治疗 ？
请问得了色素性静脉旁视网膜脉络膜萎缩有什么伴随发生,相关病症,4,请问 色素 色素性 素性 静脉 旁 视网 视网膜 网膜 脉络 脉络膜 萎缩 伴随 发生
"脖子上的血管瘤能治疗好吗？,我家孩子在脖子上长有血管瘤，红色，稍微有凸起的，内蒙古婴儿的血管瘤在脖子上，危害大不？",治疗方法,5,脖子 上 血管 血管瘤 管瘤 治疗 好 ？ 我家 孩子 脖子 上 长 血管 血管瘤 管瘤 ， 红色 ， 稍微 凸起 ， 内蒙 内蒙古 蒙古 婴儿 血管 血管瘤 管瘤 脖子 上 ， 危害 大 不 ？
复方斑蝥胶囊有什么作用，有心脏病可以服用吗,其他,12,复方 斑蝥 胶囊 作用 ， 有心 心脏 心脏病 服用
宝宝总是拉绿色大便，怎么办？,治疗方法,5,宝宝 总是 拉 绿色 大便 ， ？
宝宝的肚子为什么总是很大,病因,1,宝宝 肚子 总是 很大
请教一下解释解释急性泪腺炎介绍,定义,0,请教 一下 解释 解释 急性 泪腺 泪腺炎 介绍
最近一年多总是精神不好情绪波动大一激动就晕过去了晕过去的频率特别频繁最近几天浑身上下肉痛晚上疼的非常严重不知道是怎么回事,临床表现(病症表现),3,最近 一年 总是 精神 不好 情绪 波动 大 激动 晕过去 过去 晕过去 过去 频率 特别 频繁 最近 近几天 几天 浑身 浑身上下 身上 下肉 肉痛 晚上 疼 非常 严重 不知 知道 怎么回事 回事
肠炎在饮食上需要注意的地方,治疗方法,5,肠炎 饮食 上 需要 注意 地方
多发性脑梗塞如何治疗？,治疗方法,5,多发 多发性 发性 脑梗塞 梗塞 如何治 治疗 ？
请教一下肝大痊愈几率,治愈率,8,请教 一下 肝 大 痊愈 几率
用碘伏消过毒可以摸芦荟胶吗？,其他,12,碘 伏 消 毒 摸 芦荟 芦荟胶 ？
你好，如何治疗小便不畅？,治疗方法,5,你好 ， 如何治 治疗 小便 不畅 ？
交感神经链综合征怎么诊断,临床表现(病症表现),3,交感 交感神经 神经 链 综合 综合征 诊断
咨询一下，磷酸苯丙哌林口服溶液糖尿病人可以吃吗？我这几天感冒咳嗽，有什么药糖尿病患者吃了不会有不良作用的吗？,其他,12,咨询 一下 ， 磷酸 苯丙 哌 林口 口服 溶液 糖尿 糖尿病 糖尿病人 病人 吃 ？ 几天 感冒 咳嗽 ， 药糖 糖尿 糖尿病 病患 病患者 患者 吃 不会 不良 作用 ？
维生素c不能吃什么，怎么办啊？是什么原因导致的呢？,其他,12,维生 维生素 c 不能 吃 ， ？ 原因 导致 ？
支气管炎怎么治最有效,治疗方法,5,支气管 支气管炎 气管 气管炎 管炎 治 最 有效
家里人有肺结核，宝宝可能不小心误吃了他的饮料会被传染吗？宝宝打过卡介疫苗,传染性,7,家里 家里人 里人 肺结核 结核 ， 宝宝 可能 不小 小心 误 吃 饮料 会 传染 ？ 宝宝 打过 卡 介 疫苗
心绞痛连续发作怎么办,治疗方法,5,心绞痛 绞痛 连续 发作
我是安徽宣城的请问那里有卖舒筋健腰丸,其他,12,安徽 宣城 请问 卖 舒 筋 健 腰 丸
吃同仁堂跌打丸的时候要忌什么？,禁忌,9,吃 同仁 同仁堂 跌打 丸 忌 ？
肛门里边有硬块，挂针，吃药四天后，硬块髞变软一半移至外面，表皮触痛。,其他,12,肛门 门里 里边 硬块 ， 挂 针 ， 吃药 四天 后 ， 硬块 髞 变软 一半 移至 外面 ， 表皮 触痛 。
怎么会有这样的现象呢，肾结石这种情况怎么去解决？,治疗方法,5,会 现象 ， 肾结石 结石 这种 情况 去 解决 ？
肾宝片能不能和降糖药一起吃呢？,禁忌,9,肾宝 片 不能 降糖 降糖药 一起 吃 ？
肛门口长了包，有时脱出，肿胀。痔疮是怎么回事？北京治痔疮最好的医院是哪间？,其他,12,肛门 肛门口 门口 长 包 ， 有时 脱出 ， 肿胀 。 痔疮 怎么回事 回事 ？ 北京 京治 痔疮 最好 医院 间 ？
霉菌直肠炎严重吗?有必要灌肠吗?吃药多久会好？,其他,12,霉菌 直肠 直肠炎 肠炎 严重 ? 必要 灌肠 ? 吃药 多久 会 好 ？
慢阻肺是什么病，该怎么治疗？,其他,12,慢 阻 肺 病 ， 治疗 ？
弥漫性轴索损伤怎么诊断,治疗方法,5,弥漫 弥漫性 轴索 损伤 诊断
我想请问一下，尿频怎么回事一天尿7至8次,临床表现(病症表现),3,想 请问 一下 ， 尿频 怎么回事 回事 一天 尿 7 8 次
一跑步打篮球就呼吸困难咳嗽，呼吸时有哮鸣音。以前没出现过这种情况，今年三月份开始出现的,临床表现(病症表现),3,跑步 打篮球 篮球 呼吸 呼吸困难 困难 咳嗽 ， 呼吸 时 哮鸣音 鸣音 。 以前 没出 出现 这种 情况 ， 今年 三月 三月份 月份 出现
我这次来例假肚子不痛了，但是小便时腹部疼是怎么回事,临床表现(病症表现),3,这次 例假 肚子 不痛 ， 小便 时 腹部 疼 怎么回事 回事
治疗宝宝便秘的方法,治疗方法,5,治疗 宝宝 便秘 方法
家长对学校意见及建议要怎么提出和反映呢？我家孩子每晚都学习到半夜，作业太大啦。,其他,12,家长 学校 意见 建议 提出 反映 ？ 我家 孩子 每晚 都 学习 半夜 ， 作业 太大 。
日屁股容易怀孕吗？还是有什么别的容易怀孕的体位可以推荐给我这样呢？,其他,12,日 屁股 容易 怀孕 ？ 容易 怀孕 体位 推荐 ？
左臂剧烈痛是心绞痛吗,病因,1,左臂 剧烈 痛 心绞痛 绞痛
有低血糖，贫血，容易见晕，这个症状适合吃这个药吗？经后还是经前吃比较好一点？每天服用，还是等到生理期后再服用的？,其他,12,低血糖 血糖 ， 贫血 ， 容易 易见 晕 ， 症状 适合 吃 药 ？ 后 前 吃 比较 好 一点 ？ 每天 服用 ， 等到 生理 生理期 后 再 服用 ？
脑梗塞是什么？,定义,0,脑梗塞 梗塞 ？
老是盗汗失眠、腰酸背痛，在性事方面也不是很如意,治疗方法,5,老 盗汗 失眠 、 腰酸 腰酸背痛 背痛 ， 性事 方面 不是 很 如意
今年18岁有尿不尽的感觉,临床表现(病症表现),3,今年 18 岁 尿 不尽 感觉
怎样炖鸡肉更好吃？老婆怀孕了需要安胎，下厨这种事都是我做了，想学习一下怎么炖鸡肉更好吃。,其他,12,炖鸡 鸡肉 更好 好吃 ？ 老婆 怀孕 需要 安胎 ， 下厨 这种 事 都 做 ， 想学 学习 一下 炖鸡 鸡肉 更好 好吃 。
我腰痛有十来年了，有冶疗过：电疗牵引还有按摩，是什么原因引起的？,病因,1,腰痛 十来 来年 ， 冶 疗 电疗 牵引 按摩 ， 原因 引起 ？
怀孕32周，中午起来肚子很痛，坐着躺着都很痛，站着却觉得很恶心想吐，这是怎么回事？,病因,1,怀孕 32 周 ， 中午 起来 肚子 很 痛 ， 坐 躺 都 很 痛 ， 站 却 觉得 很 恶心 心想 吐 ， 怎么回事 回事 ？
先天性心脏病患者，可不可以使用增乳产品啊？,其他,12,先天 先天性 天性 心脏 心脏病 病患 病患者 患者 ， 可不 可不可以 不可 以使 使用 增 乳 产品 ？
我有支气管炎，这几天有感冒，有鼻塞，还发过烧。我的鼻涕是黄色的。,临床表现(病症表现),3,支气管 支气管炎 气管 气管炎 管炎 ， 几天 有感 感冒 ， 鼻塞 ， 还 发过 烧 。 鼻涕 黄色 。
新生婴儿腹泻拉肚子该如何治疗？,治疗方法,5,新生 生婴儿 婴儿 腹泻 拉肚子 肚子 如何治 治疗 ？
小儿房间隔缺损，出现了这个情况是怎么一回事？,病因,1,小儿 房间 房间隔 间隔 缺损 ， 出现 情况 一回 回事 ？
问一下着色杆菌病可以治好吗,治愈率,8,问 一下 下着 着色 杆菌 病 治好
请问医生阴茎短小怎么办,治疗方法,5,请问 医生 阴茎 短小
为什么会出现早搏？出现早搏要怎么办？,其他,12,会 出现 早搏 ？ 出现 早搏 ？
今天突然发现胸前起了一片小红疹，不痛也不痒，这是什么病啊,临床表现(病症表现),3,今天 天突 突然 发现 胸前 一片 小 红疹 ， 不痛 不 痒 ， 病
请教一下盆腔肿瘤治好希望大么？,治愈率,8,请教 一下 盆腔 肿瘤 治好 希望 大 ？
如何预防颅脑火器性损伤,预防,2,预防 颅脑 火器 性 损伤
液气胸的治疗与预防方法有哪些？,其他,12,液 气胸 治疗 预防 方法 ？
支气管哮喘典型的临床表现是什么,临床表现(病症表现),3,支气管 气管 哮喘 典型 临床 临床表现 表现
肾结石可以同房吗,其他,12,肾结石 结石 同房
打扰问一下解释一下中心性浆液性脉络膜视网膜病变是什么意思？,定义,0,打扰 问 一下 解释 解释一下 一下 中心 心性 浆液 性 脉络 脉络膜 视网 视网膜 网膜 病变 意思 ？
问一下单克隆丙种球蛋白病伴周围神经病有什么一同出现,相关病症,4,问 一下 下单 单克隆 克隆 丙种 丙种球蛋白 种球 球蛋白 蛋白 病 伴 周围 周围神经 神经 神经病 一同 同出 出现
发生关系后第二天开始出现尿频尿急有时伴有轻微疼痛该怎么办不想去医院,治疗方法,5,发生 关系 后 第二天 二天 天开 出现 尿频 尿急 有时 伴有 轻微 疼痛 不想 想去 医院
肺纤维化是什么病?,定义,0,肺纤维化 纤维 纤维化 病 ?
心悸有什么表现,定义,0,心悸 表现
医生你好，最近几个月有时小便有刺痛感，怎么办好呢,临床表现(病症表现),3,医生 你好 ， 最近 近几个月 几个 月 有时 小便 刺痛 刺痛感 痛感 ， 办好
直肠癌手术前后饮食上应该注意什么,其他,12,直肠 直肠癌 肠癌 手术 术前 饮食 上 应该 注意
支气管扩张症主要有哪些表现?,临床表现(病症表现),3,支气管 气管 扩张 症 主要 表现 ?
盐酸文拉法辛胶囊治疗什么病？除了郁抑症之外，这个药还有其他作用效果吗？,其他,12,盐酸 文 拉 法 辛 胶囊 治疗 病 ？ 郁抑 症 之外 ， 药 作用 效果 ？
